Vannkraftverk

Løpenummer;Navn;Type;VannKVTypeID;Hovedeier;Org.nr. hovedeier;Fylke;Fylkesnr.;Kommune;Kommunenr.;Dato for første utnyttelse av fallet;Dato for eldste kraftproduserende del;Maks ytelse [MW];Midl. årsproduksjon (ref. 1991-2020) [GWh];Brutto fallhøyde [m];Maksimal slukeevne [m3/s];Energiekvivalent [kWh/m3];Elspotområde;Reginenr.;ErIDrift;IDriftDato;Konsesjoner;Kraftverkstatus;NVEOmraadeID;NVEOmraadeNavn;Nedborsfeltnavn;SPPunkt;SPSone;UnderBygging;UteAvDrift;VassdragsOmraadeID;VassdragsOmraadeNavn
1309;Fossane - Molla;Kraftverk;K;FOSSANE MIKROKRAFTVERK AS;988049565;Rogaland;11;Sauda;35;2006;2006;0,325;0,711;;;;2;037.111;ja;2006-01-20;[object Object];Idrift;;;KYSTFELT;;999;nei;;3;NVE - område: 3;
1789;Fossbråten;Kraftverk;K;FOSSBRÅTEN KRAFTVERK AS;997723635;Innlandet;34;Nord-Aurdal;51;2014;2014;2,9;5,965;240;1,5;0,537;1;012.L1A;ja;2014-10-29;[object Object];Idrift;;;Drammensvassdraget;39;043;nei;;1;NVE - område: 1;
95;Fossdal;Pumpe;P;ØSTFOLD ENERGI AS;879904412;Vestland;46;Årdal;43;1987;1987;-3,5;-5,537;0;2;-0,486;5;074.B1B;ja;1987-01-01;[object Object],[object Object],[object Object],[object Object];Idrift;;;Årdalsvassdraget;12;301;nei;;7;NVE - område: 7;
2125;Fossdalen;Kraftverk;K;FOSSDALEN KRAFTVERK AS;925531162;Vestland;46;Gulen;35;2025;2025;2,55;7,5;300,9;1;0,708;5;068.620;ja;2025-03-28;[object Object];Idrift;;;KYSTFELT;;999;nei;;6;NVE - område: 6;
96;Fosse;Kraftverk;K;EVINY FORNYBAR AS;876944642;Vestland;46;Vaksdal;28;1954;1954;25;140,08;96,2;30;0,231;5;061.B2;ja;1954-11-22;[object Object],[object Object];Idrift;;;Bergsdalsvassdraget;02;253;nei;;6;NVE - område: 6;
1003;Fosseelvo Mikrokraftverk;Kraftverk;K;;;Vestland;46;Kvinnherad;17;2000;2000;0,011;0,017;;;;2;045.1;ja;2000-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;5;NVE - område: 5;
906;Fossekallen;Kraftverk;K;FOSSHEIM KURT;969833964;Vestland;46;Gloppen;50;1999;1999;0,08;0,494;35;;;3;087.A121;ja;1999-01-01;[object Object];Idrift;;;Breimsvassdraget;08;369;nei;;13;NVE - område: 13;
1282;Fossekallen;Kraftverk;K;SVELGEN KRAFT AS;986530649;Vestland;46;Bremanger;48;2007;2007;0,09;0,311;;;;3;086.2A;ja;2007-08-01;[object Object];Idrift;;;Svelgenvassdraget;;999;nei;;13;NVE - område: 13;
1762;Fossekallen;Kraftverk;K;NORDAN AS;979776233;Rogaland;11;Lund;12;2014;2014;0,2;0,85;3,6;6,4;0,009;2;026.BA21;ja;2014-02-20;[object Object];Idrift;;;Sira;;132;nei;;4;NVE - område: 4;
868;Fossen;Kraftverk;K;BØRTER E VERK AS;831755032;Akershus;32;Enebakk;20;1972;1972;0,07;0,204;;;;1;002.C4B;ja;1972-01-01;;Idrift;;;Glommavassdraget;;004;nei;;1;NVE - område: 1;
2064;Fosseteigen;Kraftverk;K;KUVELDA KRAFT AS;923816089;Vestland;46;Lærdal;42;2021;2021;6,2;15,08;142;5,25;0,328;5;073.A1Z;ja;2021-09-23;[object Object];Idrift;;;Lærdalsvassdraget;;298;nei;;2;NVE - område: 2;
754;Fossheim;Kraftverk;K;FOSSHEIM ENERGIVERK AS;963092873;Vestland;46;Sunnfjord;47;1995;1995;8,32;25,297;326;3,09;0,788;3;087.B1BZ;ja;1995-05-01;[object Object],[object Object];Idrift;;;Breimsvassdraget;11;369;nei;;13;NVE - område: 13;
744;Fossheimfoss;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Innlandet;34;Vestre Slidre;52;1994;1994;1,9;11,198;6,69;32,99;0,016;1;012.M1;ja;1994-08-22;[object Object];Idrift;;;Drammensvassdraget;37;043;nei;;1;NVE - område: 1;
1777;Fossheimgardane;Kraftverk;K;FOSSHEIMGARDANE MIKROKRAFTVERK AS;911667762;Vestland;46;Sunnfjord;47;2013;2013;0,075;0,412;115;0,09;0,231;3;087.B1C1;ja;2013-12-12;[object Object];Idrift;;;Breimsvassdraget;21;369;nei;;13;NVE - område: 13;
97;Fossmark;Kraftverk;K;EVINY FORNYBAR AS;876944642;Vestland;46;Vaksdal;28;1917;1989;9;45,369;432;2,4;1,042;5;061.5Z;ja;1989-02-13;[object Object],[object Object];Idrift;;;Fossdalselvi;01;252;nei;;6;NVE - område: 6;
1377;Fossmark;Kraftverk;K;FOSSMARK KRAFT AS;988037184;Rogaland;11;Sandnes;08;2007;2007;2,04;4,965;140;1,39;0,308;2;031.12B;ja;2007-05-15;[object Object],[object Object];Idrift;;;Fossmorkåna;01;151;nei;;4;NVE - område: 4;
1284;Fosstun;Kraftverk;K;FOSSTUN MINIKRAFT Sigbjørn Garborg Sande;970587462;Akershus;32;Eidsvoll;40;2006;2006;0,09;0,267;10,5;;;1;002.DB3A;ja;2006-11-29;[object Object];Idrift;;;Glommavassdraget;;999;nei;;1;NVE - område: 1;
1398;Fosstveit;Kraftverk;K;CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB;915640850;Agder;42;Tvedestrand;13;2008;2008;1,99;6,772;14,5;16;0,345;2;018.C22;ja;2008-08-24;[object Object],[object Object],[object Object];Idrift;;;Vegårsvassdraget;;999;nei;;4;NVE - område: 4;
856;Fossum;Kraftverk;K;LØVENSKIOLD FOSSUM KRAFT;982699614;Telemark ;40;Skien;03;1908;1908;0,81;4,479;17;7;0,032;2;016.AB;ja;1908-01-01;;Idrift;;;Skiensvassdraget;;078;nei;;3;NVE - område: 3;
1024;Fossum Mølle og elektrisitetsverk;Kraftverk;K;FOSSUM MØLLE OG ELEKTRISITETSVERK ANS;983943675;Trøndelag;50;Midtre Gauldal;27;2002;2002;0,06;0,009;;;;3;122.BBZ;ja;2002-01-01;[object Object];Idrift;;;Gaula;;xxx;nei;;8;NVE - område: 8;
2120;Fossvatn;Kraftverk;K;BERLAND KRAFT AS;927171759;Rogaland;11;Bjerkreim;14;2023;2023;0,19;1;77,7;0,27;0,195;2;027.AB;ja;2023-05-22;[object Object];Idrift;;;Bjerkreimvassdraget;;137;nei;;3;NVE - område: 3;
2083;Fossåa;Kraftverk;K;FOSSÅA 1 K AS;997325788;Innlandet;34;Sør-Fron;38;2023;2023;8,2;24;416,2;2,34;0,973;1;002.DF6B;ja;2023-11-30;[object Object];Idrift;;;Glommavassdraget;;004;nei;;1;NVE - område: 1;
1691;Fossåno;Kraftverk;K;FOSSÅNO KRAFTVERK AS;987800534;Rogaland;11;Suldal;34;2006;2006;1,85;6,659;168;1,3;0,395;2;036.A12AB;ja;2006-05-22;[object Object];Idrift;;;Suldalsvassdraget;;166;nei;;3;NVE - område: 3;
1491;Frammarsvik;Kraftverk;K;FRAMMARSVIK KRAFT AS;988310352;Vestland;46;Sunnfjord;47;2008;2008;2,4;7,028;308;0,9;0,741;3;084.722A;ja;2008-09-11;[object Object];Idrift;;;Ysteelva;;999;nei;;13;NVE - område: 13;
829;Framruste;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Innlandet;34;Skjåk;33;2005;2005;75;322,226;325,6;27;0,772;3;002.DHFA;ja;2005-12-07;[object Object];Idrift;;;Glommavassdraget;49;005;nei;;8;NVE - område: 8;
1736;Freim;Kraftverk;K;FREIM KRAFT AS;998390702;Vestland;46;Ullensvang;18;2013;2013;0,7;2,299;206;0,38;0,512;2;048.A;ja;2013-06-04;[object Object];Idrift;;;Opo;;213;nei;;3;NVE - område: 3;
1720;Fremstedalen;Kraftverk;K;VIKHEIM HANS ARNE;970185178;Vestland;46;Sogndal;40;2007;2007;0,07;0,188;100;0,095;0,205;5;077.3B;ja;2007-07-20;[object Object];Idrift;;;Sogndalselvi;;313;nei;;7;NVE - område: 7;
1004;Friheim;Kraftverk;K;KURT EIVIND MILJETEIG;969627604;Vestland;46;Kvinnherad;17;2005;2005;0,027;0,086;;;;2;045.2Z;ja;2005-01-01;[object Object];Idrift;;;Uskedalselva;;999;nei;;5;NVE - område: 5;
925;Frisvold;Kraftverk;K;;;Møre og Romsdal;15;Rauma;39;1998;1998;0,025;0,05;50;;;3;103.640;ja;1998-01-01;;Idrift;;;KYSTFELT;;999;nei;;8;NVE - område: 8;
98;Fritzøe;Kraftverk;K;FRITZØE ENERGI AS;891341032;Vestfold;39;Larvik;09;1901;1901;3,3;13,247;23,29;20;0,046;2;015.4A;ja;1901-01-01;[object Object];Idrift;;;Siljanvassdraget;01;074;nei;;3;NVE - område: 3;
99;Frøland;Kraftverk;K;EVINY FORNYBAR AS;876944642;Vestland;46;Samnanger;23;1912;1962;24,9;147,763;147,6;22;0,314;5;055.A0;ja;1962-01-01;[object Object],[object Object],[object Object];Idrift;;;Samnangervassdraget;10;246;nei;;6;NVE - område: 6;
876;Frøvik Gård;Kraftverk;K;;;Telemark ;40;Kragerø;14;1996;1996;0,006;0,038;;;;2;017.31;ja;1996-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;3;NVE - område: 3;
100;Frøystul;Kraftverk;K;HYDRO ENERGI AS;930187240;Telemark ;40;Tinn;26;1995;1995;45,6;216,189;61,5;90;0,141;2;016.H6;ja;1995-01-01;[object Object],[object Object];Idrift;;;Skiensvassdraget;36;078;nei;;3;NVE - område: 3;
2158;Frøytlandsfoss;Kraftverk;K;Å ENERGI VANNKRAFT AS;882973972;Agder;42;Kvinesdal;27;2025;2025;2,825;9,8;17,2;20;0,039;2;025.3A5;ja;2025-05-08;[object Object];Idrift;;;Fedaelva;03;128;nei;;4;NVE - område: 4;
1731;Fuglestein;Kraftverk;K;JON ANDERS FUGLESTEIN;993043400;Rogaland;11;Suldal;34;2009;2009;0,025;0,107;60;;;2;035.8;ja;2009-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;3;NVE - område: 3;
101;Funna;Kraftverk;K;NTE ENERGI AS;988340715;Trøndelag;50;Meråker;34;1938;2007;20,6;78,027;336,2;6,5;0,88;3;124.C6A;ja;2007-12-14;[object Object],[object Object],[object Object];Idrift;;;Stjørdalsvassdraget;31;504;nei;;9;NVE - område: 9;
102;Funnefoss;Kraftverk;K;GLOMMA KRAFTPRODUKSJON AS;987287608;Akershus;32;Nes;28;1975;1975;40;199,913;10,5;444,44;0,025;1;002.E12;ja;1975-06-01;[object Object];Idrift;;;Glommavassdraget;23;004;nei;;1;NVE - område: 1;
820;Furebø;Kraftverk;K;FURA KRAFT AS;881916002;Vestland;46;Sunnfjord;47;2001;2001;1,08;4,254;205;0,64;0,477;3;084.AZ;ja;2001-01-15;[object Object];Idrift;;;Jølstra;41;346;nei;;13;NVE - område: 13;
1719;Furegardane;Kraftverk;K;SMÅKRAFT AS;984616155;Vestland;46;Voss;21;2014;2014;5,49;10,3;276;2,4;0,637;5;062.C1;ja;2014-05-19;[object Object];Idrift;;;Vossovassdraget;;254;nei;;6;NVE - område: 6;
1350;Furset;Kraftverk;K;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Stranda;25;2007;2007;4,95;12,718;289,5;2;0,667;3;098.3A1B;ja;2007-05-01;[object Object];Idrift;;;Storelva;03;409;nei;;8;NVE - område: 8;
1756;Fykanvannet;Kraftverk;K;STATKRAFT ENERGI AS;987059729;Nordland;18;Meløy;37;2013;2013;2,35;9,435;90;3;0,218;4;160.A1;ja;2013-07-11;[object Object];Idrift;;;Fykanåga;11;673;nei;;10;NVE - område: 10;
1464;Færåsen;Kraftverk;K;Å ENERGI VANNKRAFT AS;882973972;Agder;42;Lindesnes;05;2009;2009;1,43;5,225;54,9;3;0,132;2;023.AC0;ja;2009-03-03;[object Object];Idrift;;;Audna;23;121;nei;;4;NVE - område: 4;
1145;Fønhus;Kraftverk;K;FØNHUS KRAFT AS;886062052;Innlandet;34;Sør-Aurdal;49;2004;2004;0,62;2,318;355;0,26;;1;012.H52;ja;2004-04-07;[object Object];Idrift;;;Drammensvassdraget;;043;nei;;1;NVE - område: 1;
1572;Føssa;Kraftverk;K;CADRE ELVEKRAFT AS;929375769;Trøndelag;50;Orkland;59;2011;2011;1,769;4,416;313;0,7;0,699;3;121.B43B;ja;2011-05-09;[object Object];Idrift;;;Orkla;20;493;nei;;8;NVE - område: 8;
103;Gamlebrofoss;Kraftverk;K;Å ENERGI VANNKRAFT AS;882973972;Buskerud;33;Kongsberg;03;1971;1971;15;86,976;14,3;125;0,033;1;015.D31;ja;1971-01-14;[object Object],[object Object];Idrift;;;Numedalslågen;11;073;nei;;1;NVE - område: 1;
104;Gandvik;Kraftverk;K;PASVIK KRAFT AS;982795745;Finnmark;56;Nesseby;36;1952;1952;4,8;19,487;184;3,4;0,391;4;242.4Z;ja;1952-12-10;[object Object];Idrift;;;Duddajåkka;01;935;nei;;12;NVE - område: 12;
1640;Gangsbekken;Kraftverk;K;ØRTFJELL KRAFT AS;924821647;Nordland;18;Rana;33;2007;2007;0,09;0,174;88;;;4;156.D2B;ja;2007-05-25;[object Object];Idrift;;;Ranavassdraget;;655;nei;;10;NVE - område: 10;
105;Gapestad;Kraftverk;K;SMÅKRAFT AS;984616155;Østfold;31;Rakkestad;20;1987;1987;1,5;1,845;15,5;10,97;0,043;1;002.AA0;ja;1987-01-01;[object Object];Idrift;;;Glommavassdraget;07;004;nei;;1;NVE - område: 1;
1226;Gaudøla;Kraftverk;K;CADRE ELVEKRAFT AS;929375769;Møre og Romsdal;15;Sunndal;63;2004;2004;2;7,243;159;1,8;0,309;3;109.4AB1;ja;2004-12-02;[object Object];Idrift;;;Usma;04;450;nei;;8;NVE - område: 8;
1194;Gaula;Kraftverk;K;MIDT ENERGI AS;977205719;Trøndelag;50;Holtålen;26;1905;2009;3;12,411;79,4;4;0,198;3;122.G40;ja;2009-04-20;[object Object],[object Object];Idrift;;;Gaula;22;497;nei;;9;NVE - område: 9;
757;Gausbu;Kraftverk;K;SKAFSÅ KRAFTVERK ANS;840044262;Telemark ;40;Tokke;34;1996;1996;7,2;44,021;88;9,5;0,21;2;019.H82;ja;1996-10-04;[object Object],[object Object],[object Object];Idrift;;;Arendalsvassdraget;19;105;nei;;3;NVE - område: 3;
1372;Gautvella;Kraftverk;K;GAUTVELLA KRAFTVERK AS;989035924;Trøndelag;50;Rennebu;22;2007;2007;1,72;5,049;285;0,73;0,655;3;121.C3Z;ja;2007-07-13;[object Object];Idrift;;;Orkla;06;493;nei;;8;NVE - område: 8;
849;Geisdøla;Kraftverk;K;GEISDØLA KRAFTVERK AS;987615338;Vestland;46;Luster;44;2005;2005;1,275;2,867;79;2,05;0,173;5;076.D5Z;ja;2005-05-03;[object Object];Idrift;;;Jostedøla;11;311;nei;;7;NVE - område: 7;
108;Geithusfoss;Kraftverk;K;Å ENERGI VANNKRAFT AS;882973972;Buskerud;33;Modum;16;1961;1961;13,5;97,429;9,19;153;0,025;1;012.D31;ja;1961-10-01;[object Object];Idrift;;;Drammensvassdraget;06;043;nei;;1;NVE - område: 1;
1924;Geitåni;Kraftverk;K;GEITÅNI KRAFTVERK AS;995705737;Vestland;46;Voss;21;2018;2018;4,62;15,862;264;2,13;0,603;5;062.B2;ja;2018-04-19;[object Object];Idrift;;;Vossovassdraget;;254;nei;;6;NVE - område: 6;
818;Gilja;Kraftverk;K;GILJA KRAFTVERK AS;881893932;Rogaland;11;Gjesdal;22;2001;2001;1,44;7,127;228;0,8;0,521;2;030.2Z;ja;2001-01-01;[object Object];Idrift;;;Dirdalsåna;09;148;nei;;4;NVE - område: 4;
1388;Gire;Kraftverk;K;GIRE KRAFT AS;990922632;Buskerud;33;Nesbyen;22;2008;2008;2,38;6,521;203;1,43;0,462;5;012.CC8Z;ja;2008-06-05;[object Object];Idrift;;;Drammensvassdraget;88;043;nei;;2;NVE - område: 2;
1423;Gisnafallet;Kraftverk;K;GISNAFALLET KRAFTVERK AS;991428275;Trøndelag;50;Oppdal;21;2009;2009;2,9;7,523;85;4,44;0,181;3;121.CAZ;ja;2009-06-08;[object Object];Idrift;;;Orkla;04;493;nei;;8;NVE - område: 8;
995;Gjedrem & Holmen;Kraftverk;K;GJEDREM & HOLMEN ELVERK DA;871072922;Rogaland;11;Bjerkreim;14;1928;2005;0,28;0,654;9,4;3,2;0,024;2;027.B1;ja;2005-02-19;[object Object];Idrift;;;Bjerkreimvassdraget;;137;nei;;4;NVE - område: 4;
2099;Gjemlestad;Kraftverk;K;GJEMLESTAD KRAFTVERK AS;925531138;Agder;42;Kvinesdal;27;2024;2024;6,5;23;46;17,1;0,106;2;025.AA5;ja;2024-09-12;[object Object];Idrift;;;Kvina;03;127;nei;;4;NVE - område: 4;
1349;Gjerde;Kraftverk;K;SMÅKRAFT AS;984616155;Vestland;46;Kvinnherad;17;2007;2007;1,7;4,398;412;0,45;0,987;2;046.32A1A;ja;2007-08-29;[object Object],[object Object];Idrift;;;Austrepollelva;02;204;nei;;5;NVE - område: 5;
109;Gjerdsvika;Kraftverk;K;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Sande;14;1954;1954;4;13,681;196;2,3;0,487;3;096.4Z;ja;1954-01-01;[object Object],[object Object],[object Object];Idrift;;;Gjerdesvikelva;01;383;nei;;8;NVE - område: 8;
1263;Gjerland;Kraftverk;K;GUNNAR JAN GJERLAND;969411016;Vestland;46;Sunnfjord;47;2007;2007;0,0166;0,101;;;;3;083.E4;ja;2007-01-01;[object Object];Idrift;;;Gaularvassdraget;;999;nei;;13;NVE - område: 13;
1706;Gjersvik;Kraftverk;K;GJERSVIK KRAFT AS;912517888;Trøndelag;50;Raarvikhe %u2013 Røyrvik;43;2012;2012;0,3;0,944;101,2;0,38;0,219;4;307.3Z;ja;2012-09-14;[object Object];Idrift;;;Faxälven;;964;nei;;10;NVE - område: 10;
1584;Gjesdal;Kraftverk;K;GJESDAL KRAFT AS;995023660;Vestland;46;Sunnfjord;47;2011;2011;3,7;10,276;145;3;0,343;3;084.E1;ja;2011-08-15;[object Object];Idrift;;;Jølstra;19;346;nei;;13;NVE - område: 13;
1342;Gjetingsdalen;Kraftverk;K;GJETINGSDALEN KRAFT AS;989147080;Vestland;46;Kvinnherad;17;2007;2007;2,2;9,488;248;1,1;0,556;2;046.42Z;ja;2007-02-06;[object Object];Idrift;;;Dalelva;02;205;nei;;5;NVE - område: 5;
110;Gjuva;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Buskerud;33;Hemsedal;26;1957;1957;10;35,897;410;3;0,925;5;012.CDBB0;ja;1957-12-29;[object Object],[object Object];Idrift;;;Drammensvassdraget;69;043;nei;;2;NVE - område: 2;
2055;Gjuvåa;Kraftverk;K;GJUVÅA KRAFTVERK AS;923799222;Telemark ;40;Hjartdal;24;2021;2021;4,8;14,599;282,5;2,1;0,635;2;016.EAC1A;ja;2021-08-26;[object Object];Idrift;;;Skiensvassdraget;;078;nei;;3;NVE - område: 3;
1846;Gjønaelva;Kraftverk;K;GJØNAELVA KRAFTVERK AS;991492593;Vestland;46;Bjørnafjorden;24;2018;2018;3,2;10,537;238,5;1,64;0,542;2;053.C2B;ja;2018-05-16;[object Object];Idrift;;;Sævareidvassdraget;04;242;nei;;5;NVE - område: 5;
1440;Glesåa;Kraftverk;K;GLESÅA KRAFTVERK AS;989176021;Innlandet;34;Åmot;22;2009;2009;2,1;6,053;204;1,2;0,486;1;002.JD1;ja;2009-01-22;[object Object];Idrift;;;Glommavassdraget;53;004;nei;;1;NVE - område: 1;
1025;Glisja;Kraftverk;K;;;Trøndelag;50;Midtre Gauldal;27;2000;2000;0,075;0,157;;;;3;122.BC0;ja;2000-01-01;[object Object];Idrift;;;Gaula;;497;nei;;8;NVE - område: 8;
112;Glomfjord;Kraftverk;K;STATKRAFT ENERGI AS;987059729;Nordland;18;Meløy;37;1920;1920;20;88,648;463,5;6;0,926;4;160.A1;ja;1920-06-30;[object Object];Idrift;;;Fykanåga;01;673;nei;;10;NVE - område: 10;
957;Glomnes;Kraftverk;K;GLOMNES KRAFT AS;982669073;Vestland;46;Stryn;51;2001;2001;0,349;1,896;;;;3;088.B2Z;ja;2001-01-01;[object Object];Idrift;;;Strynevassdraget;;373;nei;;8;NVE - område: 8;
1483;Glutra;Kraftverk;K;GLUTRA KRAFT AS;991689400;Møre og Romsdal;15;Rauma;39;2009;2009;0,85;3,247;34;2,8;;3;103.4AB;ja;2009-08-03;[object Object];Idrift;;;Isavassdraget;;433;nei;;8;NVE - område: 8;
1840;Godal;Kraftverk;K;LØVENSKIOLD-FOSSUM KRAFT AS;994200682;Telemark ;40;Skien;03;2015;2015;0,52;1,163;110,2;0,6;0,24;2;016.ADAZ;ja;2015-12-03;[object Object];Idrift;;;Skiensvassdraget;10;078;nei;;3;NVE - område: 3;
2093;Godfarfoss;Kraftverk;K;GODFARFOSS KRAFT AS;891634102;Buskerud;33;Nore og Uvdal;38;2025;2025;9,5;38;35,09;31;0,085;5;015.N21;ja;2025-05-24;[object Object],[object Object],[object Object];Idrift;;;Numedalslågen;29;073;nei;;2;NVE - område: 2;
1872;Gosland;Kraftverk;K;SMÅKRAFT USPP 1 AS;928613313;Vestland;46;Voss;21;2016;2016;4,04;8,139;325,9;1,43;0,785;5;062.E11;ja;2016-05-13;[object Object];Idrift;;;Vossovassdraget;;254;nei;;6;NVE - område: 6;
1781;Govddesåga;Kraftverk;K;SKS PRODUKSJON AS;915637353;Nordland;18;Beiarn;39;2016;2016;26,8;43,571;220,5;14;0,532;4;161.ABB;ja;2016-07-07;[object Object];Idrift;;;Beiarelva;09;682;nei;;10;NVE - område: 10;
2018;Graffer;Kraftverk;K;GRAFFER KRAFT AS;920804039;Innlandet;34;Lom;34;2021;2021;3,3;8,672;185,4;2,4;0,382;3;002.DHB4Z;ja;2021-06-15;[object Object];Idrift;;;Glommavassdraget;;005;nei;;8;NVE - område: 8;
113;Grana;Kraftverk;K;KRAFTVERKENE I ORKLA DA;947576283;Trøndelag;50;Rennebu;22;1982;1982;75;270,984;455;19,01;1,095;3;121.BA0;ja;1982-04-01;[object Object],[object Object],[object Object],[object Object];Idrift;;;Orkla;03;493;nei;;8;NVE - område: 8;
1885;Grasbotntjørni;Pumpe;P;STATKRAFT ENERGI AS;987059729;Vestland;46;Ulvik;20;2016;2016;-0,3;-1,015;-51;0,31;-0,269;5;051.2AAA4;ja;2016-10-25;[object Object];Idrift;;;Osa-vassdraget;04;225;nei;;2;NVE - område: 2;
978;Grasdalen;Kraftverk;K;KRAFTKAMERATANE AS;980392775;Vestland;46;Samnanger;23;2000;2000;0,642;2,744;86;0,92;0,194;5;055.53;ja;2000-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;6;NVE - område: 6;
1520;Gravbrøtfossen;Kraftverk;K;GRAVBRØTFOSS KRAFT AS;991089330;Trøndelag;50;Snåase %u2013 Snåsa;41;2009;2009;2,1;8,174;59;4,3;0,136;3;128.F0;ja;2009-06-05;[object Object];Idrift;;;Snåsavassdraget;07;517;nei;;9;NVE - område: 9;
114;Gravfoss I;Kraftverk;K;Å ENERGI VANNKRAFT AS;882973972;Buskerud;33;Modum;16;1931;1931;18,6;28,69;19,7;116;0,044;1;012.D22;ja;1931-10-01;;Idrift;;;Drammensvassdraget;13;043;nei;;1;NVE - område: 1;
756;Gravfoss II;Kraftverk;K;Å ENERGI VANNKRAFT AS;882973972;Buskerud;33;Modum;16;1996;1996;30,2;219,341;20;176;0,048;1;012.D12;ja;1996-05-10;[object Object];Idrift;;;Drammensvassdraget;05;043;nei;;1;NVE - område: 1;
1362;Gravvold;Kraftverk;K;GRAVVOLD KRAFT AS;920932800;Møre og Romsdal;15;Surnadal;66;2007;2007;0,095;0,472;153;0,075;0,352;3;112.3B21;ja;2007-11-21;[object Object];Idrift;;;Bøvra;;457;nei;;8;NVE - område: 8;
115;Gresslifoss;Kraftverk;K;STATKRAFT ENERGI AS;987059729;Trøndelag;50;Tydal;33;1966;1966;25;80,338;33;100,63;0,068;3;123.D81;ja;1966-01-01;[object Object],[object Object],[object Object],[object Object],[object Object];Idrift;;;Nidelvvassdraget;22;499;nei;;9;NVE - område: 9;
1643;Grimo;Kraftverk;K;GRIMOKRAFT AS;992185228;Vestland;46;Ullensvang;18;2011;2011;0,99;2,495;362,6;0,314;0,876;5;048.1;ja;2011-03-21;[object Object];Idrift;;;KYSTFELT;;999;nei;;6;NVE - område: 6;
1139;Grislefoss;Kraftverk;K;SMÅKRAFT AS;984616155;Agder;42;Lindesnes;05;2001;2001;0,72;2,227;;;;2;023.A2A;ja;2001-01-01;;Idrift;;;Audna;;121;nei;;4;NVE - område: 4;
945;Grovane;Kraftverk;K;GROVANE KRAFTVERK AS;979206968;Vestland;46;Sunnfjord;47;1998;1998;0,5;1,066;;;;3;084.E5;ja;1998-01-01;[object Object];Idrift;;;Jølstra;;346;nei;;13;NVE - område: 13;
1359;Grove;Kraftverk;K;EVA VISTEKLEIVEN;924632100;Innlandet;34;Vågå;35;2006;2006;0,08;0,225;;;;3;002.DHB2AZ;ja;2006-07-27;[object Object];Idrift;;;Glommavassdraget;;004;nei;;8;NVE - område: 8;
1835;Grunnevatn;Kraftverk;K;SFE AS;984882106;Vestland;46;Askvoll;45;2016;2016;1,13;3,984;85,7;1,63;0,193;3;084.5DB;ja;2016-04-08;[object Object];Idrift;;;Skorveelva;04;344;nei;;13;NVE - område: 13;
847;Grunnåi;Kraftverk;K;GRUNNÅI KRAFTVERK AS;977023998;Telemark ;40;Seljord;22;2006;2006;25,32;59,761;389;7,5;0,938;2;016.CC3Z;ja;2006-01-28;[object Object],[object Object],[object Object];Idrift;;;Skiensvassdraget;63;078;nei;;3;NVE - område: 3;
1479;Gryta;Kraftverk;K;SMÅKRAFT USPP 1 AS;928613313;Trøndelag;50;Rindal;61;2009;2009;1,49;3,406;223;0,8;0,517;3;112.C2;ja;2009-04-28;[object Object];Idrift;;;Surna;21;457;nei;;8;NVE - område: 8;
1669;Grytdalen;Kraftverk;K;SVORKA ENERGI AS;919763159;Trøndelag;50;Heim;55;2012;2012;1,3;4,843;53;2,5;0,144;3;113.41C;ja;2012-03-02;[object Object],[object Object];Idrift;;;Grytåa;02;459;nei;;8;NVE - område: 8;
1635;Gryte I;Kraftverk;K;GRYTE KRAFT AS;988119342;Rogaland;11;Suldal;34;2006;2006;0,956;3,775;339;0,35;0,759;2;037.6B;ja;2006-12-19;[object Object];Idrift;;;Sagelva;;999;nei;;3;NVE - område: 3;
1920;Gryte II;Kraftverk;K;GRYTE KRAFT AS;988119342;Rogaland;11;Suldal;34;2018;2018;0,5;2,573;182,5;0,32;0,434;2;037.6b;ja;2018-02-15;[object Object];Idrift;;;Sagelva;;999;nei;;3;NVE - område: 3;
1859;Grytefoss;Kraftverk;K;MYKLEBY MASKIN AS;950311916;Buskerud;33;Lier;12;1907;1907;0,86;3,642;64;1,48;0,161;1;011.B7;ja;1907-01-01;;Idrift;;;Lierelva;;042;nei;;1;NVE - område: 1;
1945;Grytendal;Kraftverk;K;SMÅKRAFT GREEN BOND 1 AS;921075758;Nordland;18;Bindal;11;2018;2018;6,35;21,738;165,2;4,5;0,392;4;144.61AB0;ja;2018-11-27;[object Object];Idrift;;;Bogelva;11;608;nei;;10;NVE - område: 10;
830;Grytfossen;Kraftverk;K;SMÅKRAFT AS;984616155;Innlandet;34;Nordre Land;48;2005;2005;1,125;3,692;52;2,8;0,111;1;012.EDAAZ;ja;2005-04-07;[object Object];Idrift;;;Drammensvassdraget;19;043;nei;;1;NVE - område: 1;
